case_id,source,category,gold_nct,selected_doc,backbone,decision,parse_ok,latency_sec,answer_chars,missing_facts_n,unresolved_reqs_n,cross_trial_leak_n,gen_snippet,regime_pool,regime_gate,area
case_trec2021_057,trec2021,possible_match_insufficient_evidence,NCT00124033,NCT04750044,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,20.757,83,5,3,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you may not be eligible for this clinical trial."",   ""supported_patient_facts"": [""41 years old"", ""Obese"", ""Abdominal pain and vomiting"", ""Leuko",broad_84,abstain,Other
case_trec2022_013,trec2022,possible_match_insufficient_evidence,,NCT02414295,Qwen/Qwen2.5-7B-Instruct,likely_match_|_possible_match_insufficient_evidence,True,16.657,120,1,2,0,"{   ""decision"": ""likely_match | possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be eligible for the clinical trial, but further details need to be confirmed."",   ""supported_patie",broad_84,abstain,Other
case_trec2021_058,trec2021,possible_match_insufficient_evidence,NCT00124722,NCT03902262,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,12.567,83,0,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you may not be eligible for this clinical trial."",   ""supported_patient_facts"": [],   ""missing_patient_facts"": [],   ""unresolved_study_requirem",broad_84,abstain,Other
case_trec2021_009,trec2021,possible_match_insufficient_evidence,NCT00013845,NCT02899611,Qwen/Qwen2.5-7B-Instruct,parse_fail,False,26.6,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be eligible for the clinical trial, but there are some unresolved requirements and missing facts that need to be ",broad_84,abstain,Neurology_CNS
case_paraphrase_017,paraphrase_trec2022,participation_request,,NCT04530149,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,17.893,108,0,2,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, it seems unlikely that you would be eligible for this clinical trial."",   ""supported_patient_facts"": [],   ""missing_patient_facts"": [],   """,broad_84,abstain,Other
case_09,handcrafted,participation_request,,NCT01645904,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,21.518,314,1,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""If you join this study, you will be assigned to one of three groups based on when you join. You will participate in a focus group or use the My Family Garde",broad_84,abstain,Other
case_trec2022_023,trec2022,possible_match_insufficient_evidence,,NCT03529955,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,13.881,114,0,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not seem to meet the primary inclusion criteria for this clinical trial."",   ""supported_patient_facts"": [],   ""missing_patient_facts"": [",broad_84,abstain,Other
case_trec2021_049,trec2021,possible_match_insufficient_evidence,NCT00001253,NCT01944475,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,13.254,108,0,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not seem to meet the eligibility criteria for this clinical trial."",   ""supported_patient_facts"": [],   ""missing_patient_facts"": [],   """,broad_84,abstain,Metabolic_Endocrine
case_trec2022_006,trec2022,possible_match_insufficient_evidence,,NCT04233359,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,18.772,132,5,1,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be eligible for the clinical trial, but we need more details to confirm your eligibility."",   ""supported_patient_",broad_84,abstain,Oncology
case_trec2022_021,trec2022,possible_match_insufficient_evidence,,NCT04671472,Qwen/Qwen2.5-7B-Instruct,parse_fail,False,26.465,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be eligible for the clinical trial, but we need more details to make a final determination."",   ""supported_patien",broad_84,abstain,Neurology_CNS
case_paraphrase_035,paraphrase_trec2021,consent_understanding,,NCT04322422,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,19.038,201,2,3,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, it seems unlikely that you would be eligible for this clinical trial. However, the study team will need to confirm several details before m",broad_84,abstain,Oncology
case_trec2021_048,trec2021,possible_match_insufficient_evidence,NCT00750139,NCT02411734,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,12.464,103,0,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, you do not seem to be eligible for this specific clinical trial."",   ""supported_patient_facts"": [],   ""missing_patient_facts"": [],   ""unres",broad_84,abstain,Other
case_paraphrase_009,paraphrase_trec2021,cannot_determine,,NCT02855892,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,21.199,185,0,3,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, it seems unlikely that you would qualify for this clinical trial. However, please consult with your healthcare provider for a thorough asse",broad_84,abstain,Metabolic_Endocrine
case_11,handcrafted,risk_request,,NCT02830828,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,21.623,331,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""There are some potential risks and burdens associated with participating in this study, such as the need to attend multiple follow-up appointments and the p",broad_84,abstain,Other
case_paraphrase_016,paraphrase_trec2022,explanation_request,,NCT03876652,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,19.761,433,0,2,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, your medical history and current symptoms do not align with the primary inclusion criteria for the clinical trial described. The trial focuses ",broad_84,abstain,Other
case_trec2022_050,trec2022,possible_match_insufficient_evidence,,NCT01921972,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,20.835,174,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your situation matches some of the inclusion criteria, but there are unresolved requirements and missing information that need to be addressed before determ",broad_84,abstain,Neurology_CNS
case_trec2021_053,trec2021,possible_match_insufficient_evidence,NCT00395538,NCT02802449,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,21.37,153,3,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, there are some aspects that align with the study criteria, but we need more details to determine your eligibility."", ",broad_84,abstain,MSK_Bone
case_paraphrase_018,paraphrase_trec2022,risk_request,,NCT04530149,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,19.032,204,0,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, it seems unlikely that you would be eligible for this clinical trial. However, we recommend discussing your specific case with the study te",broad_84,abstain,Other
case_trec2021_034,trec2021,possible_match_insufficient_evidence,NCT00009659,NCT03529955,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,15.909,163,3,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, it seems unlikely that you would be eligible for this clinical trial. However, further details might change this assessment."",   ""supported",broad_84,abstain,Neurology_CNS
case_trec2022_041,trec2022,possible_match_insufficient_evidence,,NCT00802698,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,15.034,114,0,0,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not seem to meet the primary inclusion criteria for this clinical trial."",   ""supported_patient_facing_answer"": """",   ""supported_patient",broad_84,abstain,Cardiovascular
case_trec2021_028,trec2021,possible_match_insufficient_evidence,NCT00000568,NCT04342520,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,15.289,110,0,3,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not appear to meet the eligibility criteria for this clinical trial."",   ""supported_patient_facts"": [""60-year-old male"", ""COPD diagnosis",broad_84,abstain,Cardiovascular
case_paraphrase_007,paraphrase_trec2021,participation_request,,NCT02855892,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,23.574,163,7,5,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, it seems unlikely that you would be eligible for this clinical trial. However, further details might change this assessment."",   ""supported",broad_84,abstain,Metabolic_Endocrine
case_07,handcrafted,explanation_request,,NCT04660656,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,19.788,344,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""This study is about finding out if a specific test called the 5R-STS can help predict how well back surgery will work for people with certain types of back ",broad_84,abstain,Other
case_trec2021_019,trec2021,possible_match_insufficient_evidence,NCT00000531,NCT00487279,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,19.088,132,2,1,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be eligible for the clinical trial, but we need more details to confirm your eligibility."",   ""supported_patient_",broad_84,accept,Cardiovascular
case_trec2022_012,trec2022,possible_match_insufficient_evidence,,NCT00188890,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,21.22,132,2,1,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be eligible for the clinical trial, but we need more details to confirm your eligibility."",   ""supported_patient_",broad_84,abstain,Other
case_15,handcrafted,cannot_determine,,NCT00738998,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,18.445,253,1,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might be eligible for this study, but we need more details to confirm. Please provide more informat",broad_84,abstain,MSK_Bone
case_paraphrase_012,paraphrase_trec2022,participation_request,,NCT01207765,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,13.633,127,0,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, it does not seem like you meet the primary eligibility criteria for this clinical trial."",   ""supported_patient_facts"": [],   ""missing_pati",broad_84,abstain,Other
case_10,handcrafted,participation_request,,NCT02432339,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,24.635,261,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""The study involves several visits and testing periods over approximately 3 weeks. You will need to attend a screening visit, followed by two testing weeks. ",broad_84,abstain,Other
case_trec2022_008,trec2022,possible_match_insufficient_evidence,,NCT03197922,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,23.15,141,4,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your situation matches some aspects of the study criteria, but there are unresolved requirements and missing facts that need to be confirmed."",   ""supported",broad_84,abstain,Other
case_paraphrase_025,paraphrase_trec2021,consent_understanding,,NCT02629549,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,22.762,155,3,3,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""The study team will need to confirm your eligibility based on several factors including your medical history, current condition, and specific test results.""",broad_84,abstain,Metabolic_Endocrine
case_paraphrase_006,paraphrase_trec2021,explanation_request,,NCT02855892,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,19.482,205,0,2,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, it seems unlikely that you would be eligible for this clinical trial. However, we recommend discussing your specific situation with the study t",broad_84,abstain,Metabolic_Endocrine
case_trec2022_032,trec2022,possible_match_insufficient_evidence,,NCT03570359,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,19.323,83,7,5,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you may not be eligible for this clinical trial."",   ""supported_patient_facts"": [],   ""missing_patient_facts"": [""Age"", ""COPD diagnosis"", ""FEV1 ",broad_84,abstain,Other
case_trec2022_024,trec2022,possible_match_insufficient_evidence,,NCT00135811,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,19.899,106,5,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not seem to meet the inclusion criteria for this clinical trial."",   ""supported_patient_facts"": [],   ""missing_patient_facts"": [""Age (wi",broad_84,abstain,Other
case_paraphrase_034,paraphrase_trec2021,cannot_determine,,NCT01634113,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,14.466,194,0,0,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, it does not seem like you would qualify for this clinical trial. However, we recommend checking with your healthcare provider for more deta",broad_84,abstain,Oncology
case_trec2021_047,trec2021,possible_match_insufficient_evidence,NCT00004727,NCT02651272,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,13.897,112,0,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, you do not appear to meet the inclusion criteria for this clinical trial."",   ""supported_patient_facts"": [],   ""missing_patient_facts"": [],",broad_84,abstain,Neurology_CNS
case_trec2021_061,trec2021,possible_match_insufficient_evidence,NCT00005635,NCT02750826,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,20.796,99,3,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your situation matches some key criteria, but we need more information to confirm your eligibility."",   ""supported_patient_facts"": [     ""Postmenopausal sta",broad_84,abstain,Oncology
case_trec2022_016,trec2022,possible_match_insufficient_evidence,,NCT04480190,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,13.88,108,0,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not seem to meet the eligibility criteria for this clinical trial."",   ""supported_patient_facts"": [],   ""missing_patient_facts"": [],   """,broad_84,abstain,Other
case_trec2021_073,trec2021,possible_match_insufficient_evidence,NCT00966719,NCT02471573,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,15.542,110,0,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not appear to meet the eligibility criteria for this clinical trial."",   ""supported_patient_facts"": [],   ""missing_patient_facts"": [],  ",broad_84,abstain,Other
case_trec2022_027,trec2022,possible_match_insufficient_evidence,,NCT01518192,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,14.739,83,0,2,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you may not be eligible for this clinical trial."",   ""supported_patient_facts"": [""31-year-old woman"", ""diagnosed with Lyme disease"", ""erythema ",broad_84,abstain,Other
case_trec2021_013,trec2021,possible_match_insufficient_evidence,NCT00005985,NCT02591901,Qwen/Qwen2.5-7B-Instruct,parse_fail,False,26.585,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you may be eligible for the clinical trial, but we need more details to confirm your eligibility."",   ""supported_pati",broad_84,abstain,Other
case_trec2022_020,trec2022,possible_match_insufficient_evidence,,NCT03835351,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,17.161,132,2,1,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be eligible for the clinical trial, but we need more details to confirm your eligibility."",   ""supported_patient_",broad_84,abstain,Other
case_paraphrase_032,paraphrase_trec2021,participation_request,,NCT01634113,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,15.535,100,0,0,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not meet the eligibility criteria for this clinical trial."",   ""supported_patient_facts"": [],   ""missing_patient_facts"": [],   ""unresolv",broad_84,abstain,Oncology
case_paraphrase_027,paraphrase_trec2021,participation_request,,NCT03829631,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,17.313,87,2,3,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, you may not be eligible for this clinical trial."",   ""supported_patient_facts"": [""62-year-old male"", ""African-American"", ""History of hypert",broad_84,abstain,Neurology_CNS
case_paraphrase_001,paraphrase_trec2021,explanation_request,,NCT00413855,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,14.662,264,0,0,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, it seems unlikely that you would be eligible for this clinical trial. The trial focuses on patients with chronic or recurrent right lower abdom",broad_84,abstain,Other
case_trec2022_003,trec2022,possible_match_insufficient_evidence,,NCT00689182,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,21.701,149,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems that you might be eligible for the clinical trial, but we need more details to make a final decision."",   ""s",broad_84,abstain,Other
case_paraphrase_031,paraphrase_trec2021,explanation_request,,NCT04322422,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,17.574,506,0,0,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""This clinical trial is focused on understanding and treating a specific type of asthma called chest tightness variant asthma (CTVA). The trial aims to compare the effectiveness o",broad_84,abstain,Oncology
case_paraphrase_003,paraphrase_trec2021,risk_request,,NCT00413855,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,21.543,172,4,4,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, it seems unlikely that you would be eligible for this particular clinical trial. However, further details may change this assessment."",   """,broad_84,abstain,Metabolic_Endocrine
case_paraphrase_008,paraphrase_trec2021,risk_request,,NCT02855892,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,20.712,226,1,5,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, it seems unlikely that you would be eligible for this clinical trial. However, further details and a thorough assessment by the study team ",broad_84,abstain,Metabolic_Endocrine
case_paraphrase_022,paraphrase_trec2021,participation_request,,NCT00921609,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,20.408,141,3,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you may be eligible for the study, but we need to confirm some details before making a final decision."",   ""supported",broad_84,abstain,Metabolic_Endocrine
case_trec2022_009,trec2022,possible_match_insufficient_evidence,,NCT04793035,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,23.984,138,3,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, you might be eligible for the clinical trial, but we need more details to confirm your eligibility."",   ""supported_pa",broad_84,abstain,Other
case_trec2021_031,trec2021,possible_match_insufficient_evidence,NCT00002536,NCT00443313,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,18.84,83,0,4,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you may not be eligible for this clinical trial."",   ""supported_patient_facts"": [""37-year-old woman"", ""cervical cancer stage 1B"", ""positive for",broad_84,abstain,Oncology
case_03,handcrafted,likely_mismatch_or_unlikely_match,,NCT00865358,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,17.691,147,3,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your back pain and low bone density might make you a potential candidate for the study, but there are some uncertainties that need to be clarified."",   ""sup",broad_84,abstain,MSK_Bone
case_trec2022_037,trec2022,possible_match_insufficient_evidence,,NCT01419535,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,20.836,136,3,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Your situation shows some characteristics that might fit the study criteria, but we need more information to determine your eligibility."",   ""supported_pati",broad_84,abstain,Metabolic_Endocrine
case_trec2021_001,trec2021,possible_match_insufficient_evidence,NCT00002814,NCT01051557,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,15.746,108,0,2,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not seem to meet the eligibility criteria for this clinical trial."",   ""supported_patient_facts"": [],   ""missing_patient_facts"": [],   """,broad_84,abstain,Oncology
case_06,handcrafted,possible_match_insufficient_evidence,,NCT02984384,Qwen/Qwen2.5-7B-Instruct,parse_fail,False,26.112,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, it seems like you might be eligible for the study, but we need to confirm a few details."",   ""supported_patient_facts",broad_84,abstain,MSK_Bone
case_trec2021_015,trec2021,possible_match_insufficient_evidence,NCT00003049,NCT03358576,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,22.389,134,3,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, you may be eligible for the clinical trial, but we need more details to make a final determination."",   ""supported_patien",broad_84,abstain,Oncology
case_paraphrase_028,paraphrase_trec2021,risk_request,,NCT03829631,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,13.307,130,0,0,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, your condition does not align with the inclusion criteria for the clinical trial described."",   ""supported_patient_facts"": [],   ""missing_p",broad_84,abstain,Neurology_CNS
case_paraphrase_024,paraphrase_trec2021,cannot_determine,,NCT02629549,Qwen/Qwen2.5-7B-Instruct,parse_fail,False,26.289,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information you provided, there are some aspects that align with the eligibility criteria for the clinical trial, but there are also some unres",broad_84,abstain,Metabolic_Endocrine
case_trec2021_070,trec2021,possible_match_insufficient_evidence,NCT00042562,NCT00922233,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,11.743,83,0,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you may not be eligible for this clinical trial."",   ""supported_patient_facts"": [],   ""missing_patient_facts"": [],   ""unresolved_study_requirem",broad_84,abstain,Neurology_CNS
case_paraphrase_004,paraphrase_trec2021,cannot_determine,,NCT03902262,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,12.332,117,0,0,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information you provided, it does not seem that you meet the inclusion criteria for this clinical trial."",   ""supported_patient_facts"": [],   ""missing_patient_facts""",broad_84,abstain,Metabolic_Endocrine
case_paraphrase_021,paraphrase_trec2021,explanation_request,,NCT00921609,Qwen/Qwen2.5-7B-Instruct,possible_match_insufficient_evidence,True,24.097,415,2,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""This study focuses on managing acromegaly, a condition where the body produces too much growth hormone. Your case involves elevated testosterone levels, acr",broad_84,abstain,Metabolic_Endocrine
case_trec2021_026,trec2021,possible_match_insufficient_evidence,NCT00370344,NCT04030741,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,12.945,110,0,1,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not appear to meet the eligibility criteria for this clinical trial."",   ""supported_patient_facts"": [],   ""missing_patient_facts"": [],  ",broad_84,abstain,Other
case_trec2022_033,trec2022,possible_match_insufficient_evidence,,NCT03985540,Qwen/Qwen2.5-7B-Instruct,unlikely_match,True,15.845,108,0,5,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, you do not seem to meet the eligibility criteria for this clinical trial."",   ""supported_patient_facts"": [],   ""missing_patient_facts"": [],   """,broad_84,abstain,Cardiovascular
case_paraphrase_023,paraphrase_trec2021,risk_request,,NCT02629549,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,25.107,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""You may be a good candidate for this study, but we need to review some additional information before making a final decision."",   ""supported_patient_facts"":",broad_84,abstain,Metabolic_Endocrine
case_02,handcrafted,possible_match_insufficient_evidence,,NCT01482130,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,25.135,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems you might be a good candidate for this study, but we need to confirm a few things. We'll need to check your medi",broad_84,abstain,MSK_Bone
case_paraphrase_002,paraphrase_trec2021,participation_request,,NCT03902262,meta-llama/Meta-Llama-3.1-8B-Instruct,unlikely_match,True,25.235,270,3,2,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, it seems that this clinical trial may not be a good fit for you. However, we need to discuss some details to confirm. Please note that the tria",broad_84,abstain,Metabolic_Endocrine
case_trec2021_035,trec2021,possible_match_insufficient_evidence,NCT00071786,NCT04698525,meta-llama/Meta-Llama-3.1-8B-Instruct,likely_match,True,25.163,169,5,2,0,"{   ""decision"": ""likely_match"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you may be a good candidate for the clinical trial. However, a final review is still needed to confirm your eligibility."",   ""suppo",broad_84,accept,Neurology_CNS
case_trec2021_018,trec2021,possible_match_insufficient_evidence,NCT00159406,NCT04529369,meta-llama/Meta-Llama-3.1-8B-Instruct,possible_match_insufficient_evidence,True,21.076,283,3,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you may be a good candidate for this clinical trial, but we need more information to confirm. Please provid",broad_84,abstain,Other
case_paraphrase_019,paraphrase_trec2022,cannot_determine,,NCT04530149,meta-llama/Meta-Llama-3.1-8B-Instruct,unlikely_match,True,22.921,235,4,2,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, it seems that this clinical trial may not be a good fit for you. However, it's always best to consult with a healthcare professional to determi",broad_84,abstain,Other
case_trec2021_050,trec2021,possible_match_insufficient_evidence,NCT00026923,NCT04821167,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,25.345,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you might be eligible for the clinical trial, but we need more information to confirm. Please provide the f",broad_84,abstain,Other
case_trec2021_042,trec2021,possible_match_insufficient_evidence,NCT00015613,NCT02411916,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,25.636,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""We need more information to determine if you are eligible for this clinical trial. Please provide the following: your current blood pressure reading, your m",broad_84,abstain,Other
case_08,handcrafted,explanation_request,,NCT01737242,meta-llama/Meta-Llama-3.1-8B-Instruct,possible_match_insufficient_evidence,True,24.328,203,3,2,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""We need more information to determine if you are eligible for this study. Please provide the following: age, family history of prostate cancer, and whether ",broad_84,abstain,Other
case_paraphrase_010,paraphrase_trec2021,consent_understanding,,NCT02855892,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,25.563,0,0,0,0,"{   ""decision"": ""unlikely_match"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you may not be eligible for this clinical trial. However, we need to confirm a few details before making a final decision."",   ""s",broad_84,abstain,Metabolic_Endocrine
case_trec2022_014,trec2022,possible_match_insufficient_evidence,,NCT04326582,meta-llama/Meta-Llama-3.1-8B-Instruct,parse_fail,False,25.467,0,0,0,0,"{   ""decision"": ""possible_match_insufficient_evidence"",   ""patient_facing_answer"": ""Based on the information provided, it seems that you may be eligible for the clinical trial, but we need more information to confirm. Please provide the fol",broad_84,abstain,MSK_Bone
