path,case_id,backbone,baseline_id,n_dropped,is_consensus_flagged
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_paraphrase_032.json,case_paraphrase_032,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_paraphrase_033.json,case_paraphrase_033,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,1,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_paraphrase_034.json,case_paraphrase_034,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_paraphrase_035.json,case_paraphrase_035,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_001.json,case_trec2021_001,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_009.json,case_trec2021_009,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_013.json,case_trec2021_013,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_015.json,case_trec2021_015,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_018.json,case_trec2021_018,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,4,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_019.json,case_trec2021_019,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,1,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_026.json,case_trec2021_026,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,6,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_028.json,case_trec2021_028,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,2,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_031.json,case_trec2021_031,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_034.json,case_trec2021_034,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_035.json,case_trec2021_035,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,2,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_042.json,case_trec2021_042,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_047.json,case_trec2021_047,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_048.json,case_trec2021_048,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_049.json,case_trec2021_049,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_050.json,case_trec2021_050,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_053.json,case_trec2021_053,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_056.json,case_trec2021_056,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_057.json,case_trec2021_057,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_058.json,case_trec2021_058,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_061.json,case_trec2021_061,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_070.json,case_trec2021_070,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2021_073.json,case_trec2021_073,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_003.json,case_trec2022_003,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_004.json,case_trec2022_004,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_006.json,case_trec2022_006,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_007.json,case_trec2022_007,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_008.json,case_trec2022_008,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_009.json,case_trec2022_009,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_012.json,case_trec2022_012,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_013.json,case_trec2022_013,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,2,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_014.json,case_trec2022_014,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_016.json,case_trec2022_016,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_018.json,case_trec2022_018,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,1,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_020.json,case_trec2022_020,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,7,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_021.json,case_trec2022_021,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_023.json,case_trec2022_023,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,2,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_024.json,case_trec2022_024,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_026.json,case_trec2022_026,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,2,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_027.json,case_trec2022_027,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_030.json,case_trec2022_030,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_032.json,case_trec2022_032,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_033.json,case_trec2022_033,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_037.json,case_trec2022_037,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_041.json,case_trec2022_041,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_047.json,case_trec2022_047,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_048.json,case_trec2022_048,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/meta-llama__Meta-Llama-3.1-8B-Instruct/case_trec2022_050.json,case_trec2022_050,meta-llama/Meta-Llama-3.1-8B-Instruct,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_02.json,case_02,mistralai/Mistral-7B-Instruct-v0.3,V-final,1,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_03.json,case_03,mistralai/Mistral-7B-Instruct-v0.3,V-final,2,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_06.json,case_06,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_07.json,case_07,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_08.json,case_08,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_09.json,case_09,mistralai/Mistral-7B-Instruct-v0.3,V-final,1,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_10.json,case_10,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_11.json,case_11,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_15.json,case_15,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_001.json,case_paraphrase_001,mistralai/Mistral-7B-Instruct-v0.3,V-final,1,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_002.json,case_paraphrase_002,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_003.json,case_paraphrase_003,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_004.json,case_paraphrase_004,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_006.json,case_paraphrase_006,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_007.json,case_paraphrase_007,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_008.json,case_paraphrase_008,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_009.json,case_paraphrase_009,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_010.json,case_paraphrase_010,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_012.json,case_paraphrase_012,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_016.json,case_paraphrase_016,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_017.json,case_paraphrase_017,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_018.json,case_paraphrase_018,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_019.json,case_paraphrase_019,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_021.json,case_paraphrase_021,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_022.json,case_paraphrase_022,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_023.json,case_paraphrase_023,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_024.json,case_paraphrase_024,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_025.json,case_paraphrase_025,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_026.json,case_paraphrase_026,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_027.json,case_paraphrase_027,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_028.json,case_paraphrase_028,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_031.json,case_paraphrase_031,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_032.json,case_paraphrase_032,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_033.json,case_paraphrase_033,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_034.json,case_paraphrase_034,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_paraphrase_035.json,case_paraphrase_035,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_001.json,case_trec2021_001,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_009.json,case_trec2021_009,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_013.json,case_trec2021_013,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_015.json,case_trec2021_015,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_018.json,case_trec2021_018,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_019.json,case_trec2021_019,mistralai/Mistral-7B-Instruct-v0.3,V-final,1,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_026.json,case_trec2021_026,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_028.json,case_trec2021_028,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_031.json,case_trec2021_031,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_034.json,case_trec2021_034,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_035.json,case_trec2021_035,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_042.json,case_trec2021_042,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_047.json,case_trec2021_047,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_048.json,case_trec2021_048,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_049.json,case_trec2021_049,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_050.json,case_trec2021_050,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_053.json,case_trec2021_053,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_056.json,case_trec2021_056,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_057.json,case_trec2021_057,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_058.json,case_trec2021_058,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_061.json,case_trec2021_061,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_070.json,case_trec2021_070,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2021_073.json,case_trec2021_073,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_003.json,case_trec2022_003,mistralai/Mistral-7B-Instruct-v0.3,V-final,2,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_004.json,case_trec2022_004,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_006.json,case_trec2022_006,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_007.json,case_trec2022_007,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_008.json,case_trec2022_008,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_009.json,case_trec2022_009,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_012.json,case_trec2022_012,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_013.json,case_trec2022_013,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_014.json,case_trec2022_014,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_016.json,case_trec2022_016,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_018.json,case_trec2022_018,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_020.json,case_trec2022_020,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_021.json,case_trec2022_021,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_023.json,case_trec2022_023,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_024.json,case_trec2022_024,mistralai/Mistral-7B-Instruct-v0.3,V-final,1,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_026.json,case_trec2022_026,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_027.json,case_trec2022_027,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_030.json,case_trec2022_030,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_032.json,case_trec2022_032,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_033.json,case_trec2022_033,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_037.json,case_trec2022_037,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_041.json,case_trec2022_041,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_047.json,case_trec2022_047,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_048.json,case_trec2022_048,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/n100_expansion/gens/mistralai__Mistral-7B-Instruct-v0.3/case_trec2022_050.json,case_trec2022_050,mistralai/Mistral-7B-Instruct-v0.3,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_01.json,case_01,claude-sonnet-4-5-20250929,V-final,4,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_02.json,case_02,claude-sonnet-4-5-20250929,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_03.json,case_03,claude-sonnet-4-5-20250929,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_04.json,case_04,claude-sonnet-4-5-20250929,V-final,4,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_05.json,case_05,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_06.json,case_06,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_07.json,case_07,claude-sonnet-4-5-20250929,V-final,4,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_08.json,case_08,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_09.json,case_09,claude-sonnet-4-5-20250929,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_10.json,case_10,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_11.json,case_11,claude-sonnet-4-5-20250929,V-final,3,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_12.json,case_12,claude-sonnet-4-5-20250929,V-final,2,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_13.json,case_13,claude-sonnet-4-5-20250929,V-final,4,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_14.json,case_14,claude-sonnet-4-5-20250929,V-final,0,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_15.json,case_15,claude-sonnet-4-5-20250929,V-final,1,False
outputs/phase4/zeroshot_baseline/gens/claude-sonnet-4-5-20250929/case_paraphrase_001.json,case_paraphrase_001,claude-sonnet-4-5-20250929,V-final,3,False
