_key,baseline_id,s_leak,g_leak,s_tax,g_tax,consensus,either
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_06,B3_citation_enforced,1,1,T1,T1,1,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_024,B3_citation_enforced,1,1,T1,T1,1,1
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_09,B3_citation_enforced,0,0,none,none,0,0
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_12,B1_multi_rag,0,0,none,none,0,0
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_trec2022_047,B4_top1,0,0,none,none,0,0
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_trec2021_008,B3_citation_enforced,0,1,T3,T1,0,1
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_trec2021_070,B1_multi_rag,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_009,B4_top1,0,0,T3,none,0,0
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_trec2021_044,B1_multi_rag,1,1,T1,T1,1,1
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_010,B3_citation_enforced,0,1,T2,T1,0,1
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_003,B4_top1,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_019,B2_prompt_guard,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_025,B2_prompt_guard,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_007,B4_top1,0,0,none,none,0,0
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_03,B4_top1,0,0,none,none,0,0
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_008,B3_citation_enforced,0,1,none,T1,0,1
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_trec2021_031,B1_multi_rag,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_014,B4_top1,0,0,none,none,0,0
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_trec2021_065,B3_citation_enforced,0,1,T3,T2,0,1
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_trec2021_008,B1_multi_rag,0,1,T3,T2,0,1
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_trec2022_006,B1_multi_rag,0,0,none,none,0,0
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_trec2021_034,B1_multi_rag,1,1,T1,T2,1,1
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_031,B4_top1,0,1,none,T2,0,1
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_trec2022_030,B3_citation_enforced,1,1,T1,T1,1,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_trec2021_048,B3_citation_enforced,0,0,none,none,0,0
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_011,B1_multi_rag,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_008,B4_top1,0,0,none,none,0,0
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_trec2022_007,B3_citation_enforced,1,1,T1,T2,1,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_trec2022_037,B2_prompt_guard,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_007,B2_prompt_guard,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_12,B2_prompt_guard,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_032,B2_prompt_guard,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_024,B1_multi_rag,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_trec2022_026,B4_top1,0,0,none,none,0,0
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_013,B4_top1,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_13,B2_prompt_guard,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_trec2021_048,B4_top1,0,0,T2,none,0,0
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_trec2021_035,B1_multi_rag,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_trec2021_012,B2_prompt_guard,1,0,T1,none,0,1
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_14,B1_multi_rag,0,0,none,none,0,0
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_trec2022_021,B4_top1,0,0,T3,none,0,0
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_trec2021_053,B3_citation_enforced,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_08,B2_prompt_guard,0,0,none,none,0,0
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_trec2022_013,B1_multi_rag,1,0,T1,none,0,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_13,B3_citation_enforced,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_14,B1_multi_rag,0,0,none,none,0,0
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_trec2021_035,B3_citation_enforced,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_014,B4_top1,0,0,none,none,0,0
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_trec2022_030,B1_multi_rag,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_trec2021_056,B2_prompt_guard,1,0,T1,none,0,1
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_033,B4_top1,0,0,T2,none,0,0
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_trec2022_032,B3_citation_enforced,0,1,none,T1,0,1
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_trec2021_058,B3_citation_enforced,1,1,T1,T1,1,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_trec2021_018,B3_citation_enforced,0,1,none,T1,0,1
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_trec2021_044,B4_top1,0,0,T2,none,0,0
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_trec2021_012,B3_citation_enforced,0,1,none,T2,0,1
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_trec2021_001,B4_top1,0,0,none,none,0,0
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_13,B4_top1,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_012,B2_prompt_guard,0,1,none,T2,0,1
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_trec2021_059,B4_top1,1,0,T2,none,0,1
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_trec2022_034,B1_multi_rag,0,0,T2,none,0,0
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_trec2022_048,B1_multi_rag,1,1,T1,T1,1,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_010,B3_citation_enforced,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_02,B2_prompt_guard,0,0,none,none,0,0
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_001,B4_top1,0,0,none,none,0,0
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_trec2021_008,B4_top1,0,0,none,none,0,0
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_trec2021_058,B1_multi_rag,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_035,B4_top1,0,0,T3,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_trec2022_003,B2_prompt_guard,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_trec2021_053,B1_multi_rag,0,0,none,none,0,0
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_trec2022_002,B1_multi_rag,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_023,B2_prompt_guard,1,0,T1,none,0,1
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_trec2021_022,B2_prompt_guard,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_018,B1_multi_rag,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_trec2021_025,B1_multi_rag,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_trec2022_014,B2_prompt_guard,1,1,T1,T1,1,1
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_032,B3_citation_enforced,0,1,none,T1,0,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_trec2021_065,B3_citation_enforced,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_trec2021_065,B4_top1,0,0,none,none,0,0
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_trec2022_041,B3_citation_enforced,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_trec2021_012,B4_top1,0,0,none,none,0,0
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_trec2022_031,B4_top1,0,0,T2,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_trec2021_031,B2_prompt_guard,1,1,T1,T1,1,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_011,B3_citation_enforced,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_10,B1_multi_rag,1,1,T1,T1,1,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_033,B3_citation_enforced,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_trec2022_034,B4_top1,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_08,B2_prompt_guard,0,0,none,none,0,0
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_016,B1_multi_rag,1,1,T1,T2,1,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_030,B2_prompt_guard,0,1,none,T2,0,1
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_trec2022_006,B3_citation_enforced,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_029,B1_multi_rag,1,1,T1,T1,1,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_trec2022_002,B3_citation_enforced,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_trec2021_044,B4_top1,0,0,none,none,0,0
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_01,B4_top1,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_trec2022_045,B2_prompt_guard,0,0,none,none,0,0
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_trec2022_005,B1_multi_rag,0,1,T3,T2,0,1
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_trec2022_047,B3_citation_enforced,1,1,T1,T1,1,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_trec2021_036,B3_citation_enforced,0,0,none,none,0,0
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_trec2021_034,B4_top1,1,0,T2,none,0,1
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_trec2021_025,B4_top1,0,0,none,none,0,0
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_15,B4_top1,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_016,B2_prompt_guard,1,1,T1,T2,1,1
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_033,B1_multi_rag,1,1,T1,T1,1,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_04,B3_citation_enforced,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_010,B2_prompt_guard,0,0,none,none,0,0
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_trec2021_008,B3_citation_enforced,0,1,T3,T2,0,1
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_trec2021_059,B3_citation_enforced,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_04,B1_multi_rag,0,0,none,none,0,0
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_trec2021_044,B1_multi_rag,1,1,T1,T1,1,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_trec2021_047,B3_citation_enforced,1,1,T1,T1,1,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_trec2022_007,B3_citation_enforced,1,0,T1,none,0,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_trec2021_049,B2_prompt_guard,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_021,B4_top1,0,0,none,none,0,0
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_07,B4_top1,0,0,none,none,0,0
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_trec2021_070,B1_multi_rag,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_trec2021_050,B4_top1,0,0,T2,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_trec2022_041,B2_prompt_guard,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_020,B2_prompt_guard,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_001,B2_prompt_guard,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_10,B2_prompt_guard,1,1,T1,T2,1,1
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_trec2021_025,B3_citation_enforced,0,1,T2,T1,0,1
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_003,B1_multi_rag,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_trec2022_006,B2_prompt_guard,0,0,none,none,0,0
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_017,B1_multi_rag,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_06,B2_prompt_guard,1,1,T1,T1,1,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_002,B3_citation_enforced,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_trec2022_023,B4_top1,1,0,T3,none,0,1
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_trec2021_026,B3_citation_enforced,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_035,B1_multi_rag,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_013,B2_prompt_guard,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_032,B1_multi_rag,0,1,T3,T2,0,1
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_trec2021_057,B2_prompt_guard,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_trec2021_036,B4_top1,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_trec2022_009,B2_prompt_guard,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_012,B1_multi_rag,0,1,none,T2,0,1
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_026,B3_citation_enforced,0,1,none,T2,0,1
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_04,B3_citation_enforced,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_trec2022_009,B4_top1,0,0,none,none,0,0
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_007,B3_citation_enforced,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_010,B2_prompt_guard,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_trec2022_042,B2_prompt_guard,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_trec2022_014,B1_multi_rag,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_trec2022_037,B2_prompt_guard,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_trec2022_016,B1_multi_rag,0,0,none,none,0,0
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_trec2021_034,B3_citation_enforced,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_trec2021_035,B2_prompt_guard,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_trec2021_042,B2_prompt_guard,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_trec2021_059,B2_prompt_guard,1,1,T1,T1,1,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_trec2022_042,B3_citation_enforced,1,1,T1,T2,1,1
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_trec2022_008,B3_citation_enforced,0,1,T3,T1,0,1
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_020,B3_citation_enforced,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_trec2022_027,B2_prompt_guard,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_001,B4_top1,0,0,none,none,0,0
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_023,B4_top1,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_trec2021_009,B2_prompt_guard,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_028,B1_multi_rag,0,1,none,T2,0,1
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_trec2022_024,B1_multi_rag,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_trec2021_044,B2_prompt_guard,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_trec2022_012,B2_prompt_guard,0,1,T2,T2,0,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_028,B3_citation_enforced,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_032,B2_prompt_guard,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_trec2021_035,B1_multi_rag,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_trec2022_020,B1_multi_rag,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_trec2022_009,B4_top1,0,0,T2,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_022,B2_prompt_guard,0,1,none,T1,0,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_trec2022_009,B2_prompt_guard,1,1,T1,T1,1,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_08,B3_citation_enforced,0,1,none,T2,0,1
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_trec2022_018,B2_prompt_guard,1,0,T1,none,0,1
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_011,B4_top1,0,0,none,none,0,0
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_09,B3_citation_enforced,0,1,none,T2,0,1
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_trec2022_047,B1_multi_rag,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_trec2021_012,B1_multi_rag,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_035,B2_prompt_guard,0,1,none,T1,0,1
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_13,B1_multi_rag,1,1,T1,T1,1,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_07,B3_citation_enforced,0,1,none,T2,0,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_03,B2_prompt_guard,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_trec2022_030,B1_multi_rag,0,1,none,T1,0,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_trec2022_050,B2_prompt_guard,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_06,B1_multi_rag,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_011,B1_multi_rag,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_06,B1_multi_rag,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_trec2021_026,B4_top1,0,0,none,none,0,0
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_trec2022_020,B4_top1,0,0,none,none,0,0
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_018,B3_citation_enforced,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_trec2021_047,B4_top1,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_024,B2_prompt_guard,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_07,B1_multi_rag,0,0,none,none,0,0
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_017,B3_citation_enforced,1,0,T1,none,0,1
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_trec2022_042,B3_citation_enforced,1,1,T1,T2,1,1
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_trec2022_041,B1_multi_rag,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_trec2021_013,B4_top1,0,0,none,none,0,0
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_trec2021_031,B4_top1,0,0,T2,none,0,0
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_trec2021_018,B1_multi_rag,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_022,B4_top1,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_trec2021_065,B2_prompt_guard,0,1,T2,T1,0,1
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_019,B3_citation_enforced,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_10,B2_prompt_guard,1,1,T1,T1,1,1
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_trec2022_012,B3_citation_enforced,0,1,T2,T2,0,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_trec2022_026,B3_citation_enforced,1,1,T1,T1,1,1
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_trec2022_046,B3_citation_enforced,1,0,T1,none,0,1
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_031,B4_top1,0,0,none,none,0,0
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_028,B1_multi_rag,0,0,none,none,0,0
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_trec2021_013,B1_multi_rag,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_trec2022_016,B1_multi_rag,0,0,none,none,0,0
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_006,B3_citation_enforced,0,0,none,none,0,0
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_034,B4_top1,0,0,none,none,0,0
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_trec2022_002,B4_top1,0,0,none,none,0,0
B3_citation_enforced|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_014,B3_citation_enforced,0,1,none,T1,0,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_trec2021_013,B3_citation_enforced,0,1,none,T1,0,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_trec2022_034,B2_prompt_guard,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_trec2021_028,B2_prompt_guard,1,1,T1,T1,1,1
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_011,B4_top1,0,0,none,none,0,0
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_005,B1_multi_rag,0,1,none,T1,0,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_trec2022_016,B3_citation_enforced,1,0,T1,none,0,1
B3_citation_enforced|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_012,B3_citation_enforced,0,1,none,T2,0,1
B1_multi_rag|Qwen__Qwen2.5-7B-Instruct|case_trec2022_005,B1_multi_rag,0,1,none,T2,0,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_trec2021_057,B2_prompt_guard,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_04,B2_prompt_guard,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_trec2021_015,B2_prompt_guard,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_trec2022_046,B2_prompt_guard,0,1,none,T1,0,1
B4_top1|Qwen__Qwen2.5-3B-Instruct|case_trec2022_033,B4_top1,0,0,T2,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_034,B2_prompt_guard,0,1,T3,T2,0,1
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_035,B4_top1,0,0,none,none,0,0
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_trec2022_003,B4_top1,0,0,T2,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_paraphrase_003,B2_prompt_guard,1,1,T1,T1,1,1
B1_multi_rag|Qwen__Qwen2.5-3B-Instruct|case_paraphrase_010,B1_multi_rag,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_trec2022_005,B2_prompt_guard,0,0,none,none,0,0
B2_prompt_guard|Qwen__Qwen2.5-3B-Instruct|case_trec2022_041,B2_prompt_guard,1,1,T1,T1,1,1
B2_prompt_guard|Qwen__Qwen2.5-7B-Instruct|case_trec2021_042,B2_prompt_guard,0,0,none,none,0,0
B4_top1|Qwen__Qwen2.5-7B-Instruct|case_trec2021_013,B4_top1,0,0,T2,none,0,0
